Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight
Non-Fatal,Substantial,Airplane,Quickie,Q2,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Go-around
Non-Fatal,Substantial,Airplane,Piper,PA-32RT-300T,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,207,1.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,1.0,VMC,Cruise
Fatal(1),Destroyed,Airplane,Mooney,M-20K,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Descent
Non-Fatal,Destroyed,Airplane,Grumman,G-164B,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Piper,PA-12,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Grumman American,AA-5B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Helicopter,Bell,47G-5,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,150K,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Descent
Fatal(2),Substantial,Airplane,Beech,H35,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,UNK,Unknown
Non-Fatal,Substantial,Airplane,Bellanca,17-30,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Cruise
Fatal(2),Destroyed,Airplane,Cessna,177B,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,IMC,Cruise
Fatal(1),Destroyed,Helicopter,Robinson,R-22,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Destroyed,Airplane,Cessna,182A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,IMC,Cruise
Non-Fatal,Substantial,Airplane,Piper,PA-12,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA32RT-300,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Lake,LA-4,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-25-180,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Fatal(1),Destroyed,Airplane,Piper,PA-28-181,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,IMC,Approach
Non-Fatal,Destroyed,Gyrocraft,Benson,GYROCOPTER,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-32-301,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,150F,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-22,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-36,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Landing
Incident,Minor,Airplane,Piper,PA-32-300,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Beech,C24R,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Taxi
Non-Fatal,Substantial,Helicopter,Scorpion,133,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Helicopter,Bell,47G3B1,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,1.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Piper,PA-12,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Glider,Schweizer,SGS1-26,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Beech,A36TC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,140A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Beech,A36,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,180K II,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Balloon,General Balloon,AX-6,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Grumman,AA-1C,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Grumman,AA-5B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Waco,UPF-7,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,3.0,VMC,Cruise
Non-Fatal,Destroyed,Airplane,Piper,PA-18,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Grumman American,AA-1B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Fairchild,24,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Helicopter,Hughes,TH-55A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Balloon,Balloon Works,FIREFLY 7,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Destroyed,Helicopter,Bell,47G3B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Destroyed,Gyrocraft,Benson,B8M,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,2.0,VMC,Standing
Non-Fatal,Substantial,Airplane,Piper,PA-28-140B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Grumman,G-164B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Takeoff
Fatal(2),Substantial,Airplane,Piper,PA-23-250,2.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Approach
Fatal(1),Destroyed,Helicopter,Robinson,R22,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,IMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Piper,PA-44-180,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-20-A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Cessna,182Q,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Fatal(2),Destroyed,Airplane,Cessna,172P,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,1.0,0.0,VMC,Unknown
Non-Fatal,Substantial,Airplane,Beech,J35,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,206,1.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,3.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Beech,58,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,2.0,VMC,Cruise
Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Beech,S35,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Cessna,177RG,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Destroyed,Airplane,Boeing,A75,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Go-around
Fatal(1),Substantial,Airplane,Bellanca,7GCBC,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,1.0,0.0,VMC,Climb
Non-Fatal,Substantial,Airplane,American Aviation,AA-1A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Helicopter,Bell,47G2,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Fatal(1),Destroyed,Airplane,Beech,A24R,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Descent
Non-Fatal,Substantial,Airplane,Beech,C35,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Waco,SRE,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,414A,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Taxi
Non-Fatal,Destroyed,Airplane,Smith Miniplane,MINI,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Destroyed,Helicopter,Hiller,UH-12C,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Maneuvering
Fatal(2),Destroyed,Airplane,Piper,PA-32-300,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Unknown
Fatal(2),Destroyed,Helicopter,Boeing Vertol,107,2.0,Turbo Shaft,Part 133: Rotorcraft Ext. Load,2.0,0.0,0.0,0.0,VMC,Maneuvering
Fatal(2),Substantial,Airplane,Luscombe,T-8F,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Unknown
Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Destroyed,Airplane,Piper,PA-25-235,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Fatal(1),Destroyed,Airplane,Luscombe,8A,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Destroyed,Helicopter,Tomcat,MK68,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Descent
Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-23-250,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff
Fatal(1),Destroyed,Airplane,Bowers Flybaby,1A,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Maneuvering
Fatal(2),Destroyed,Airplane,Mooney,M20E,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,IMC,Cruise
Fatal(1),Destroyed,Airplane,Cessna,182P,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Beech,E17L,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Volksplane,VP-2,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Climb
Non-Fatal,Substantial,Airplane,Piper,PA-30,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Smith,MINIPLANE,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Taylorcraft,BC12-65,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Fatal(1),Substantial,Airplane,Grumman American,AA-1B,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Approach
Fatal(2),Destroyed,Airplane,Beech,58,2.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,IMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,172PII,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Destroyed,Airplane,Cessna,182,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,E.l. Craig,CRAIGCRAFT,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Destroyed,Airplane,Piper,PA-39,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Cruise
Fatal(2),Destroyed,Airplane,Cessna,320E,2.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Cruise
Fatal(1),Destroyed,Airplane,C. Eff,VARI-EZE,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Approach
Non-Fatal,Substantial,Helicopter,Brantly,305,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Beech,H35,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,North American,F-51D,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Cruise
Non-Fatal,Destroyed,Airplane,Cessna,310C,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Approach
Fatal(2),Destroyed,Airplane,Cessna,150F,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Maule,M-5-210C,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,402B,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Piper,J-3,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Destroyed,Airplane,Cessna,172N,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Climb
Fatal(1),Substantial,Airplane,Cassutt,111M,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Maneuvering
Fatal(1),Destroyed,Airplane,Cessna,172G,1.0,Reciprocating,Part 91: General Aviation,1.0,0.27351323028556457,1.0,3.3708830548926016,VMC,Cruise
Incident,Minor,Airplane,De Havilland,DHC-3,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Quickie,TWO,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Grumman,G-164,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,170A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Destroyed,Helicopter,Bell,UH-1B,1.0,Turbo Shaft,Part 137: Agricultural,0.0,0.0,1.0,0.0,VMC,Maneuvering
Incident,Minor,Airplane,Beech,E90,2.0,Turbo Prop,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Incident,Minor,Airplane,Beech,B99,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-30,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,2.0,VMC,Taxi
Fatal(1),Destroyed,Airplane,Ted Smith,601P,2.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,IMC,Maneuvering
Non-Fatal,Destroyed,Airplane,Piper,PA-28-140,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,2.0,IMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Gulfstream,G-164B,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Destroyed,Airplane,Piper,PA-28RT-201,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,IMC,Cruise
Non-Fatal,Substantial,Airplane,Flagg,13,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Arctic Aircraft,S1B2,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,UNK,Approach
Non-Fatal,Substantial,Airplane,Cessna,120,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-24-180,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Substantial,Helicopter,Vanhoose/scorpio,EXECUTIVE,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Fatal(1),Destroyed,Airplane,"Johnson, Douglas L.",JAYHAWK,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Stinson,108-3,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Beech,B90,2.0,Turbo Prop,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Piper,PA-32RT-300,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,IMC,Unknown
Non-Fatal,Substantial,Airplane,Piper,PA-25-235,1.0,Reciprocating,Part 133: Rotorcraft Ext. Load,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,150B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Piper,PA28-140,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,210E,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Climb
Non-Fatal,Substantial,Airplane,Piper,PA-30,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,182D,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Cruise
Non-Fatal,Destroyed,Glider,Rolladen-schneider,LS-1D,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,172H,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Glider,Schleicher,ASW-20,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,T210,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Beech,G35,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Fatal(2),Substantial,Airplane,Piper,J3C-65,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Unknown
Non-Fatal,Destroyed,Airplane,Froehlich,M-II,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Destroyed,Airplane,Pitts,S1,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Unknown
Fatal(1),Substantial,Airplane,Cessna,310H,2.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Approach
Fatal(1),Destroyed,Airplane,Grumman American,GA-7,2.0,Reciprocating,Part 135: Air Taxi & Commuter,1.0,0.0,1.0,0.0,IMC,Approach
Fatal(1),Destroyed,Airplane,Cessna,182A,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,IMC,Cruise
Fatal(2),Substantial,Helicopter,Aerospatiale,S350D,1.0,Turbo Shaft,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Piper,J-3,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Cruise
Fatal(1),Substantial,Airplane,Beech,A23,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,421C,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Fatal(1),Destroyed,Airplane,Cessna,T337D,2.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,T210L,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Piper,PA-24-260,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Destroyed,Airplane,Piper,PA-28R-201T,1.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,1.0,VMC,Cruise
Fatal(2),Destroyed,Airplane,Piper,PA23-250,2.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,IMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,402,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,C152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,3.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Beech,A36,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Air Tractor,AT-301A,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Cruise
Fatal(2),Destroyed,Airplane,Cessna,R172K,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,IMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,210D,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Fatal(2),Destroyed,Airplane,Piper,601P,2.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Cruise
Fatal(1),Destroyed,Airplane,Piper,PA-31-350,2.0,Reciprocating,Part 135: Air Taxi & Commuter,1.0,0.0,0.0,0.0,VMC,Descent
Non-Fatal,Substantial,Airplane,Cessna,501,2.0,Turbo Jet,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Destroyed,Airplane,Piper,PA-28-235,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Fatal(2),Destroyed,Airplane,Stinson,108-3,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Fatal(1),Destroyed,Airplane,Cessna,340A,2.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Cruise
Non-Fatal,Substantial,Helicopter,Aerospatiale,SA316B,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,3.0,VMC,Maneuvering
Non-Fatal,Destroyed,Airplane,Gulfstream American,AA5A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,177RG,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
